cf_id,contact_id,company_name,goal,pledged,outcome,launch_date,end_date,category & sub-category,category,subcategory
3162,3848,"Johnson, Patterson and Montoya",19800.0,184658.0,successful,2020-09-20,2021-01-15,publishing/fiction,publishing,fiction
1717,2619,Roberts and Sons,6200.0,13103.0,successful,2020-11-03,2021-08-02,games/mobile games,games,mobile games
211,4605,Avila-Nelson,61500.0,168095.0,successful,2020-03-25,2021-02-19,publishing/translations,publishing,translations
2635,6147,Robbins and Sons,100.0,3.0,failed,2020-09-16,2021-02-27,music/rock,music,rock
1854,1383,Singleton Ltd,7100.0,3840.0,failed,2020-08-01,2021-07-30,theater/plays,theater,plays
436,1757,Perez PLC,1000.0,6263.0,successful,2020-11-25,2021-08-28,theater/plays,theater,plays
2965,4390,"Rogers, Jacobs and Jackson",121500.0,108161.0,failed,2020-09-03,2021-02-24,film & video/drama,film & video,drama
1034,4165,Barry Group,4600.0,8505.0,successful,2021-06-24,2021-08-28,publishing/nonfiction,publishing,nonfiction
614,4529,"Rosales, Branch and Harmon",80500.0,96735.0,successful,2020-11-03,2021-09-27,music/rock,music,rock
1792,6084,Smith-Reid,4100.0,959.0,failed,2020-11-03,2021-10-17,music/rock,music,rock
121,2916,Williams Inc,5700.0,8322.0,successful,2020-05-03,2021-05-08,theater/plays,theater,plays
2936,2005,"Duncan, Mcdonald and Miller",5000.0,13424.0,successful,2020-11-14,2021-10-24,theater/plays,theater,plays
2081,2261,Watkins Ltd,1800.0,10755.0,successful,2021-04-07,2021-06-30,photography/photography books,photography,photography books
1204,5342,Allen-Jones,6300.0,9935.0,successful,2021-07-15,2021-10-12,music/rock,music,rock
669,4087,Mason-Smith,84300.0,26303.0,failed,2021-08-04,2021-09-13,music/rock,music,rock
735,2761,"Lloyd, Kennedy and Davis",1700.0,5328.0,successful,2021-02-27,2021-10-02,music/indie rock,music,indie rock
933,2908,Walker Ltd,2900.0,10756.0,successful,2020-10-26,2021-05-06,photography/photography books,photography,photography books
3055,2155,Gordon PLC,45600.0,165375.0,successful,2021-08-29,2021-10-30,theater/plays,theater,plays
270,5642,Lee and Sons,4900.0,6031.0,successful,2020-05-15,2021-03-10,theater/plays,theater,plays
647,6217,Cole LLC,111900.0,85902.0,failed,2021-08-07,2022-01-13,music/jazz,music,jazz
1219,4222,Acosta PLC,61600.0,143910.0,successful,2021-05-08,2021-09-24,theater/plays,theater,plays
1257,4798,Brown-Mckee,1500.0,2708.0,successful,2021-03-23,2022-01-10,film & video/documentary,film & video,documentary
2162,5660,Miles and Sons,3500.0,8842.0,successful,2021-06-11,2021-06-24,film & video/television,film & video,television
2274,5000,"Sawyer, Horton and Williams",173900.0,47260.0,canceled,2021-10-07,2021-10-13,games/video games,games,video games
2284,2809,Foley-Cox,153700.0,1953.0,live,2021-07-09,2022-01-13,photography/photography books,photography,photography books
407,3349,"Horton, Morrison and Clark",51100.0,155349.0,successful,2021-06-18,2021-10-25,theater/plays,theater,plays
2440,3647,Thomas and Sons,7800.0,10704.0,successful,2020-11-04,2021-07-15,theater/plays,theater,plays
2476,5745,Morgan-Jenkins,2400.0,773.0,failed,2021-09-13,2021-12-03,theater/plays,theater,plays
41,2583,"Ward, Sanchez and Kemp",3900.0,9419.0,successful,2021-06-02,2021-12-31,publishing/translations,publishing,translations
890,5441,Fields Ltd,5500.0,5324.0,failed,2021-05-23,2021-06-21,games/video games,games,video games
2743,2090,Ramos-Mitchell,700.0,7465.0,successful,2020-12-14,2021-04-24,theater/plays,theater,plays
266,3386,"Higgins, Davis and Salazar",2700.0,8799.0,successful,2021-03-28,2021-08-23,technology/web,technology,web
3113,1816,Smith-Jenkins,8000.0,13656.0,successful,2020-10-02,2021-07-25,theater/plays,theater,plays
1909,4718,Braun PLC,2500.0,14536.0,successful,2021-07-06,2021-11-05,film & video/animation,film & video,animation
962,1677,Drake PLC,164500.0,150552.0,failed,2020-02-25,2021-04-06,theater/plays,theater,plays
213,4218,"Ross, Kelly and Brown",8400.0,9076.0,successful,2021-07-20,2021-08-18,film & video/television,film & video,television
2741,4548,Lucas-Mullins,8100.0,1517.0,failed,2020-05-27,2021-03-20,music/rock,music,rock
2589,1431,Tran LLC,9800.0,8153.0,failed,2021-02-20,2021-04-10,technology/web,technology,web
1238,2830,"Dawson, Brady and Gilbert",900.0,6357.0,successful,2020-08-19,2021-01-25,theater/plays,theater,plays
164,4400,Obrien-Aguirre,112100.0,19557.0,canceled,2021-02-15,2021-11-12,theater/plays,theater,plays
2685,5773,Ferguson PLC,6300.0,13213.0,successful,2020-10-03,2021-02-19,music/electric music,music,electric music
2836,4161,Garcia Ltd,5600.0,5476.0,failed,2020-12-13,2021-04-14,music/metal,music,metal
2062,2062,"Smith, Love and Smith",800.0,13474.0,successful,2021-03-11,2021-08-18,theater/plays,theater,plays
3111,3458,"Wilson, Hall and Osborne",168600.0,91722.0,failed,2020-11-18,2021-08-16,film & video/documentary,film & video,documentary
1414,3174,"Bell, Grimes and Kerr",1800.0,8219.0,successful,2021-03-05,2022-02-20,technology/web,technology,web
2765,5565,Ho-Harris,7300.0,717.0,failed,2020-12-01,2021-09-28,food/food trucks,food,food trucks
939,1906,Ross Group,6500.0,1065.0,canceled,2021-02-02,2021-03-26,theater/plays,theater,plays
390,5479,Turner-Davis,600.0,8038.0,successful,2021-02-17,2021-06-09,theater/plays,theater,plays
2851,4320,"Smith, Jackson and Herrera",192900.0,68769.0,failed,2021-02-07,2021-10-24,theater/plays,theater,plays
1607,4213,Smith-Hess,6100.0,3352.0,failed,2020-04-28,2021-03-10,theater/plays,theater,plays
3201,3373,"Brown, Herring and Bass",7200.0,6785.0,failed,2020-11-26,2021-03-11,theater/plays,theater,plays
641,4184,"Chase, Garcia and Johnson",3500.0,5037.0,successful,2021-05-20,2021-06-21,music/rock,music,rock
524,5472,Ramsey and Sons,3800.0,1954.0,failed,2021-11-23,2022-02-05,food/food trucks,food,food trucks
2423,5559,Cooke PLC,100.0,5.0,failed,2020-12-05,2021-09-25,publishing/nonfiction,publishing,nonfiction
1532,5419,Wong-Walker,900.0,12102.0,successful,2021-06-08,2021-09-04,film & video/documentary,film & video,documentary
1748,4171,"Ferguson, Collins and Mata",76100.0,24234.0,failed,2020-06-07,2021-05-24,theater/plays,theater,plays
3168,1302,"Guerrero, Flores and Jenkins",3400.0,2809.0,failed,2021-01-12,2021-12-22,music/indie rock,music,indie rock
1077,3520,Peterson PLC,2100.0,11469.0,successful,2021-02-03,2021-04-10,film & video/documentary,film & video,documentary
3114,6010,Townsend Ltd,2800.0,8014.0,successful,2021-01-27,2021-05-15,theater/plays,theater,plays
2547,4617,"Rush, Reed and Hall",6500.0,514.0,failed,2021-08-12,2021-11-18,theater/plays,theater,plays
2065,1417,Salazar-Dodson,32900.0,43473.0,successful,2021-03-20,2021-09-25,publishing/fiction,publishing,fiction
1143,4770,Davis Ltd,118200.0,87560.0,failed,2021-07-17,2021-11-18,theater/plays,theater,plays
2545,4328,Harris-Perry,4100.0,3087.0,canceled,2021-03-05,2021-07-26,music/indie rock,music,indie rock
1315,5171,"Velazquez, Hunt and Ortiz",7800.0,1586.0,failed,2021-03-28,2021-04-23,games/video games,games,video games
2219,4394,Flores PLC,6300.0,12812.0,successful,2020-12-09,2021-05-09,theater/plays,theater,plays
854,1794,Martinez LLC,59100.0,183345.0,successful,2020-12-31,2022-02-06,theater/plays,theater,plays
336,3510,Miller-Irwin,2200.0,8697.0,successful,2021-11-26,2021-12-02,music/rock,music,rock
3014,2487,Sanchez-Morgan,1400.0,4126.0,successful,2020-06-04,2021-04-11,film & video/documentary,film & video,documentary
326,2215,"Lopez, Adams and Johnson",9500.0,3220.0,failed,2021-07-10,2021-08-03,theater/plays,theater,plays
2991,4136,Martin-Marshall,9600.0,6401.0,failed,2020-12-19,2021-10-06,food/food trucks,food,food trucks
1359,3723,Summers PLC,6600.0,1269.0,failed,2020-07-31,2021-03-22,theater/plays,theater,plays
341,5842,"Young, Hart and Ryan",5700.0,903.0,failed,2021-07-29,2021-09-25,music/rock,music,rock
2365,3289,Mills Group,8400.0,3251.0,canceled,2020-03-24,2021-02-22,technology/web,technology,web
358,1249,Sandoval-Powell,84400.0,8092.0,failed,2021-05-09,2021-08-03,publishing/fiction,publishing,fiction
583,5409,"Mills, Frazier and Perez",170400.0,160422.0,failed,2021-05-30,2021-09-09,film & video/shorts,film & video,shorts
1373,2951,Hebert Group,117900.0,196377.0,successful,2021-03-18,2021-03-22,theater/plays,theater,plays
2665,3432,"Cole, Smith and Wood",8900.0,2148.0,failed,2021-05-03,2022-01-25,film & video/documentary,film & video,documentary
2500,2297,"Harris, Hall and Harris",7100.0,11648.0,successful,2021-04-18,2021-08-28,theater/plays,theater,plays
921,6161,Saunders Group,6500.0,5897.0,failed,2020-05-31,2021-01-31,theater/plays,theater,plays
135,4603,"Pham, Avila and Nash",7200.0,3326.0,failed,2020-05-27,2021-04-14,film & video/animation,film & video,animation
2413,5818,"Patterson, Salinas and Lucas",2600.0,1002.0,failed,2020-04-10,2021-04-15,theater/plays,theater,plays
3004,4270,Young PLC,98700.0,131826.0,successful,2020-09-01,2021-05-03,music/rock,music,rock
1911,6007,Willis and Sons,93800.0,21477.0,live,2021-04-06,2021-06-16,games/video games,games,video games
2726,4084,Thompson-Bates,33700.0,62330.0,successful,2021-01-05,2021-04-18,film & video/documentary,film & video,documentary
2049,1340,Rose-Silva,3300.0,14643.0,successful,2021-01-30,2021-06-25,food/food trucks,food,food trucks
1732,5675,"Pacheco, Johnson and Torres",20700.0,41396.0,successful,2020-07-30,2021-03-22,technology/wearables,technology,wearables
1174,2010,"Carlson, Dixon and Jones",9600.0,11900.0,successful,2020-10-28,2021-05-02,theater/plays,theater,plays
1194,6201,Mcgee Group,66200.0,123538.0,successful,2020-06-27,2021-05-04,music/rock,music,rock
3176,1791,Jordan-Acosta,173800.0,198628.0,successful,2020-02-27,2021-02-12,music/rock,music,rock
642,3314,Nunez Inc,70700.0,68602.0,failed,2020-11-06,2021-07-21,music/rock,music,rock
34,5852,Hayden Ltd,94500.0,116064.0,successful,2020-06-17,2021-07-08,theater/plays,theater,plays
217,4618,Gonzalez-Burton,69800.0,125042.0,successful,2020-12-20,2021-04-27,theater/plays,theater,plays
1693,2618,"Lewis, Taylor and Rivers",136300.0,108974.0,canceled,2021-02-07,2022-02-10,theater/plays,theater,plays
2333,4967,"Butler, Henry and Espinoza",37100.0,34964.0,failed,2021-04-03,2021-12-23,photography/photography books,photography,photography books
80,4594,Guzman Group,114300.0,96777.0,failed,2021-02-10,2021-09-22,music/indie rock,music,indie rock
2847,2080,Gibson-Hernandez,47900.0,31864.0,failed,2021-02-17,2021-06-09,theater/plays,theater,plays
3104,2793,Spencer-Weber,9000.0,4853.0,failed,2020-12-05,2021-07-13,theater/plays,theater,plays
980,4890,"Berger, Johnson and Marshall",197600.0,82959.0,failed,2020-12-12,2021-06-18,games/video games,games,video games
476,3528,"Taylor, Cisneros and Romero",157600.0,23159.0,failed,2021-04-06,2021-08-09,film & video/drama,film & video,drama
116,5810,Little-Marsh,8000.0,2758.0,failed,2021-10-07,2021-12-28,music/indie rock,music,indie rock
2900,5720,Petersen and Sons,900.0,12607.0,successful,2021-05-03,2022-02-13,technology/web,technology,web
553,4593,Hensley Ltd,199000.0,142823.0,failed,2021-07-27,2021-11-21,food/food trucks,food,food trucks
2834,3186,Navarro and Sons,180800.0,95958.0,failed,2021-05-27,2021-06-01,theater/plays,theater,plays
2314,5136,Shannon Ltd,100.0,5.0,failed,2021-01-19,2021-07-25,music/jazz,music,jazz
2005,2646,Young LLC,74100.0,94631.0,successful,2021-09-12,2021-10-05,music/rock,music,rock
2514,3460,"Adams, Willis and Sanchez",2800.0,977.0,failed,2021-04-25,2021-07-05,theater/plays,theater,plays
702,4345,Mills-Roy,33600.0,137961.0,successful,2020-07-25,2021-04-16,theater/plays,theater,plays
42,2690,Brown Group,6100.0,7548.0,successful,2020-11-22,2021-04-06,film & video/documentary,film & video,documentary
948,4025,Burns-Burnett,3800.0,2241.0,live,2020-08-28,2021-05-19,technology/wearables,technology,wearables
2926,4524,"Glass, Nunez and Mcdonald",9300.0,3431.0,failed,2021-10-12,2022-01-18,theater/plays,theater,plays
1971,3978,"Perez, Davis and Wilson",2300.0,4253.0,successful,2020-10-20,2021-08-25,games/video games,games,video games
748,3910,Diaz-Garcia,9700.0,1146.0,failed,2021-03-05,2021-03-14,photography/photography books,photography,photography books
684,5825,Salazar-Moon,4000.0,11948.0,successful,2020-09-03,2021-07-16,film & video/animation,film & video,animation
385,3564,Larsen-Chung,59700.0,135132.0,successful,2020-12-28,2021-12-26,theater/plays,theater,plays
3007,2396,Anderson and Sons,5500.0,9546.0,successful,2021-03-07,2021-05-28,theater/plays,theater,plays
2612,2140,Lawrence Group,3700.0,13755.0,successful,2021-04-23,2022-01-26,music/rock,music,rock
807,3079,Gray-Davis,5200.0,8330.0,successful,2021-03-12,2021-10-07,music/rock,music,rock
2087,2017,Ramirez-Myers,900.0,14547.0,successful,2020-11-25,2021-10-16,music/indie rock,music,indie rock
53,5444,"Lucas, Hall and Bonilla",1600.0,11735.0,successful,2021-07-24,2021-09-11,theater/plays,theater,plays
2944,2216,"Williams, Perez and Villegas",1800.0,10658.0,successful,2021-01-25,2021-07-21,theater/plays,theater,plays
2963,1241,"Brooks, Jones and Ingram",9900.0,1870.0,failed,2021-05-12,2022-01-18,theater/plays,theater,plays
2976,1484,"Whitaker, Wallace and Daniels",5200.0,14394.0,successful,2021-07-05,2021-10-15,film & video/documentary,film & video,documentary
3051,3475,Smith-Gonzalez,5400.0,14743.0,successful,2021-03-30,2021-06-02,film & video/television,film & video,television
2777,4333,Skinner PLC,112300.0,178965.0,successful,2021-07-01,2021-08-19,theater/plays,theater,plays
3064,5657,"Nolan, Smith and Sanchez",189200.0,128410.0,failed,2021-10-19,2021-10-24,theater/plays,theater,plays
56,2527,Green-Carr,900.0,14324.0,successful,2021-05-15,2021-12-02,film & video/documentary,film & video,documentary
763,5967,Brown-Parker,22500.0,164291.0,successful,2021-01-23,2021-06-25,theater/plays,theater,plays
896,5698,Marshall Inc,167400.0,22073.0,failed,2021-03-10,2021-04-06,film & video/documentary,film & video,documentary
1409,3331,Leblanc-Pineda,2700.0,1479.0,failed,2021-08-13,2021-11-21,music/indie rock,music,indie rock
2889,3841,Perry PLC,3400.0,12275.0,successful,2020-06-23,2021-05-10,music/rock,music,rock
2338,6105,"Klein, Stark and Livingston",49700.0,5098.0,failed,2021-01-17,2021-12-09,theater/plays,theater,plays
2905,3895,Fleming-Oliver,178200.0,24882.0,failed,2021-02-10,2021-07-26,film & video/documentary,film & video,documentary
1779,1891,"Reilly, Aguirre and Johnson",7200.0,2912.0,failed,2020-07-18,2021-01-31,theater/plays,theater,plays
2291,1281,"Davidson, Wilcox and Lewis",2500.0,4008.0,successful,2020-12-26,2021-04-04,theater/plays,theater,plays
3192,4186,"Michael, Anderson and Vincent",5300.0,9749.0,successful,2020-12-08,2021-09-05,theater/plays,theater,plays
1696,2511,King Ltd,9100.0,5803.0,failed,2021-03-29,2021-06-11,photography/photography books,photography,photography books
1559,4272,Baker Ltd,6300.0,14199.0,successful,2021-04-18,2021-12-22,food/food trucks,food,food trucks
1405,3533,"Baker, Collins and Smith",114400.0,196779.0,successful,2021-09-13,2021-12-16,film & video/documentary,film & video,documentary
521,3618,Warren-Harrison,38900.0,56859.0,successful,2020-04-20,2021-01-21,publishing/nonfiction,publishing,nonfiction
1625,2177,Gardner Group,135500.0,103554.0,failed,2021-06-20,2021-11-12,theater/plays,theater,plays
2808,4102,Flores-Lambert,109000.0,42795.0,failed,2021-07-18,2021-10-05,technology/wearables,technology,wearables
764,6089,Cruz Ltd,114800.0,12938.0,canceled,2020-06-26,2021-03-09,music/indie rock,music,indie rock
834,4701,Knox-Garner,83000.0,101352.0,successful,2021-01-19,2021-08-26,theater/plays,theater,plays
2793,5645,Davis-Allen,2400.0,4477.0,successful,2020-09-19,2021-05-17,photography/photography books,photography,photography books
2901,4499,Miller-Patel,60400.0,4393.0,failed,2021-11-21,2021-12-19,publishing/nonfiction,publishing,nonfiction
2141,3365,Hernandez-Grimes,102900.0,67546.0,failed,2021-01-07,2021-05-08,technology/wearables,technology,wearables
308,2290,"Owens, Hall and Gonzalez",62800.0,143788.0,successful,2020-11-19,2021-08-28,music/jazz,music,jazz
705,1890,Noble-Bailey,800.0,3755.0,successful,2020-06-26,2021-04-21,film & video/documentary,film & video,documentary
1670,1304,Taylor PLC,7100.0,9238.0,successful,2020-05-21,2021-02-20,theater/plays,theater,plays
1159,3799,Holmes PLC,46100.0,77012.0,successful,2020-08-11,2021-09-07,film & video/drama,film & video,drama
2592,2749,Jones-Martin,8100.0,14083.0,successful,2020-09-21,2021-02-11,music/rock,music,rock
1195,2028,Myers LLC,1700.0,12202.0,successful,2020-07-01,2021-04-06,film & video/animation,film & video,animation
1635,2383,"Acosta, Mullins and Morris",97300.0,62127.0,failed,2021-05-28,2021-07-01,music/indie rock,music,indie rock
2432,5721,Bell PLC,100.0,2.0,failed,2021-10-07,2021-11-25,photography/photography books,photography,photography books
109,1394,Smith-Schmidt,900.0,13772.0,successful,2021-02-05,2021-08-08,theater/plays,theater,plays
1509,3451,"Ruiz, Richardson and Cole",7300.0,2946.0,failed,2020-10-28,2021-04-20,film & video/shorts,film & video,shorts
1285,5512,Leonard-Mcclain,195800.0,168820.0,failed,2021-04-16,2021-08-22,theater/plays,theater,plays
500,2453,Bailey-Boyer,48900.0,154321.0,successful,2021-04-07,2021-12-19,theater/plays,theater,plays
2835,6055,Lee LLC,29600.0,26527.0,failed,2021-03-26,2021-08-24,theater/plays,theater,plays
1533,5704,Lyons Inc,39300.0,71583.0,successful,2020-03-03,2021-03-10,film & video/documentary,film & video,documentary
2445,3707,Herrera-Wilson,3400.0,12100.0,successful,2021-05-03,2021-08-29,theater/plays,theater,plays
2906,2205,"Mahoney, Adams and Lucas",9200.0,12129.0,successful,2020-05-04,2021-04-29,film & video/documentary,film & video,documentary
1237,5976,Stewart LLC,135600.0,62804.0,failed,2021-02-11,2021-05-09,music/rock,music,rock
1572,3290,Mcmillan Group,153700.0,55536.0,live,2021-03-22,2021-12-29,games/mobile games,games,mobile games
254,4257,"Beck, Thompson and Martinez",7800.0,8161.0,successful,2021-03-21,2021-06-06,theater/plays,theater,plays
576,4588,Rodriguez-Scott,2100.0,14046.0,successful,2020-10-14,2021-01-17,publishing/fiction,publishing,fiction
563,4785,Rush-Bowers,189500.0,117628.0,live,2021-04-12,2021-12-26,film & video/animation,film & video,animation
2201,3033,Davis and Sons,188200.0,159405.0,failed,2021-05-01,2021-08-28,food/food trucks,food,food trucks
1339,2779,Anderson-Pham,113500.0,12552.0,failed,2021-02-01,2021-10-08,theater/plays,theater,plays
197,2131,Stewart-Coleman,134600.0,59007.0,failed,2021-01-15,2021-03-09,film & video/documentary,film & video,documentary
2035,6229,"Bradshaw, Smith and Ryan",1700.0,943.0,failed,2021-05-09,2021-06-26,theater/plays,theater,plays
1739,3429,Jackson PLC,163700.0,93963.0,failed,2020-12-09,2021-04-07,film & video/documentary,film & video,documentary
2352,1613,Ware-Arias,113800.0,140469.0,successful,2021-04-28,2021-12-10,technology/web,technology,web
691,4734,"Blair, Reyes and Woods",5000.0,6423.0,successful,2021-08-08,2021-09-01,theater/plays,theater,plays
298,4439,Thomas-Lopez,9400.0,6015.0,failed,2020-12-24,2021-03-18,technology/wearables,technology,wearables
206,1441,"Brown, Davies and Pacheco",8700.0,11075.0,successful,2020-09-27,2021-03-15,theater/plays,theater,plays
1003,5799,Jones-Riddle,147800.0,15723.0,failed,2020-10-19,2021-07-20,food/food trucks,food,food trucks
1653,1419,Schmidt-Gomez,5100.0,2064.0,failed,2021-06-02,2021-09-04,music/indie rock,music,indie rock
1549,3059,"Sullivan, Davis and Booth",2700.0,7767.0,successful,2021-03-21,2021-09-25,photography/photography books,photography,photography books
1026,3224,Edwards-Kane,1800.0,10313.0,successful,2020-11-08,2021-11-13,theater/plays,theater,plays
2523,3181,"Hicks, Wall and Webb",174500.0,197018.0,successful,2020-04-08,2021-04-15,theater/plays,theater,plays
1620,6061,Mayer-Richmond,101400.0,47037.0,failed,2021-06-02,2021-06-30,film & video/animation,film & video,animation
2594,4466,Robles Ltd,191000.0,173191.0,canceled,2021-02-19,2021-06-13,photography/photography books,photography,photography books
539,6081,Cochran Ltd,8100.0,5487.0,failed,2021-04-17,2021-11-03,theater/plays,theater,plays
687,2159,Rosales LLC,5100.0,9817.0,successful,2020-11-07,2021-09-06,theater/plays,theater,plays
2302,3324,Harper-Bryan,7700.0,6369.0,failed,2020-04-09,2021-03-11,theater/plays,theater,plays
694,3176,"Potter, Harper and Everett",121400.0,65755.0,failed,2020-06-12,2021-07-09,film & video/documentary,film & video,documentary
3123,5874,Floyd-Sims,5400.0,903.0,canceled,2020-07-04,2021-02-11,theater/plays,theater,plays
2576,5110,"Spence, Jackson and Kelly",152400.0,178120.0,successful,2020-08-26,2021-08-19,theater/plays,theater,plays
2349,5490,King-Nguyen,1300.0,13678.0,successful,2021-06-25,2021-10-01,music/jazz,music,jazz
516,1922,Hansen Group,8100.0,9969.0,successful,2020-05-21,2021-05-10,film & video/animation,film & video,animation
290,4398,"Mathis, Hall and Hansen",8300.0,14827.0,successful,2021-03-29,2022-01-21,theater/plays,theater,plays
1691,4754,Cummings Inc,28400.0,100900.0,successful,2020-09-22,2021-07-09,film & video/science fiction,film & video,science fiction
1689,3309,Miller-Poole,102500.0,165954.0,successful,2020-11-04,2021-03-08,film & video/television,film & video,television
2403,1244,Rodriguez-West,7000.0,1744.0,failed,2020-09-24,2021-04-09,technology/wearables,technology,wearables
3203,2892,"Calderon, Bradford and Dean",5400.0,10731.0,successful,2021-03-17,2021-08-26,theater/plays,theater,plays
2113,2777,Clark-Bowman,9300.0,3232.0,canceled,2020-11-15,2021-02-14,theater/plays,theater,plays
3158,4952,Hensley Ltd,6200.0,10938.0,successful,2020-10-28,2021-02-27,music/indie rock,music,indie rock
348,5144,Anderson-Pearson,2100.0,10739.0,successful,2020-09-11,2021-03-12,theater/plays,theater,plays
1136,5487,"Martin, Martin and Solis",6800.0,5579.0,failed,2020-05-11,2021-03-29,technology/wearables,technology,wearables
956,1932,Harrington-Harper,155200.0,37754.0,canceled,2020-08-13,2021-06-11,film & video/television,film & video,television
2393,3364,Price and Sons,89900.0,45384.0,failed,2021-10-09,2021-11-29,games/video games,games,video games
3208,5165,Cuevas-Morales,900.0,8703.0,successful,2020-11-02,2021-04-07,games/video games,games,video games
2530,3858,Delgado-Hatfield,100.0,4.0,failed,2020-12-14,2021-07-06,film & video/animation,film & video,animation
305,4666,Padilla-Porter,148400.0,182302.0,successful,2020-12-31,2021-08-20,music/rock,music,rock
1383,2896,Morris Group,4800.0,3045.0,failed,2021-02-14,2021-05-09,film & video/drama,film & video,drama
783,4520,Saunders Ltd,182400.0,102749.0,failed,2020-05-20,2021-03-06,film & video/science fiction,film & video,science fiction
47,5726,Woods Inc,4000.0,1763.0,failed,2021-11-17,2021-12-09,film & video/drama,film & video,drama
3157,5661,"Villanueva, Wright and Richardson",116500.0,137904.0,successful,2020-10-14,2021-10-06,theater/plays,theater,plays
1646,4765,"Wilson, Brooks and Clark",146400.0,152438.0,successful,2021-11-14,2021-12-14,music/indie rock,music,indie rock
1729,3710,"Sheppard, Smith and Spence",5000.0,1332.0,failed,2021-05-20,2021-10-03,theater/plays,theater,plays
2964,4925,"Wise, Thompson and Allen",33800.0,118706.0,successful,2021-01-16,2021-08-08,theater/plays,theater,plays
675,1533,"Lane, Ryan and Chapman",6300.0,5674.0,failed,2021-02-22,2021-04-01,film & video/documentary,film & video,documentary
790,5264,"Rich, Alvarez and King",2400.0,4119.0,successful,2021-02-26,2021-08-10,theater/plays,theater,plays
1103,4606,Terry-Salinas,98800.0,139354.0,successful,2020-03-21,2021-05-13,film & video/drama,film & video,drama
969,2043,Wang-Rodriguez,188800.0,57734.0,failed,2021-10-13,2021-11-02,games/mobile games,games,mobile games
1634,3871,Mckee-Hill,134300.0,145265.0,successful,2020-03-28,2021-03-08,film & video/animation,film & video,animation
2279,6205,Gomez LLC,71200.0,95020.0,successful,2020-09-21,2021-02-26,theater/plays,theater,plays
387,3193,Gonzalez-Robbins,4700.0,8829.0,successful,2021-04-09,2022-02-18,publishing/translations,publishing,translations
586,1810,Obrien and Sons,1200.0,3984.0,successful,2021-04-16,2021-08-18,technology/wearables,technology,wearables
1145,4797,Shaw Ltd,1400.0,8053.0,successful,2021-06-05,2021-08-03,technology/web,technology,web
2776,1487,Hughes Inc,4000.0,1620.0,failed,2021-01-17,2021-01-30,theater/plays,theater,plays
2099,3474,Olsen-Ryan,5600.0,10328.0,successful,2020-07-13,2021-05-04,film & video/drama,film & video,drama
470,5771,"Grimes, Holland and Sloan",3600.0,10289.0,successful,2021-04-16,2021-10-13,technology/wearables,technology,wearables
343,6074,Perry and Sons,3100.0,9889.0,successful,2021-03-04,2022-01-01,food/food trucks,food,food trucks
2090,1568,"Turner, Young and Collins",153800.0,60342.0,failed,2020-10-28,2021-02-27,music/rock,music,rock
1401,4263,Richardson Inc,5000.0,8907.0,successful,2021-02-21,2021-08-15,music/electric music,music,electric music
596,5850,Santos-Young,4000.0,14606.0,successful,2021-02-03,2021-07-14,film & video/television,film & video,television
1139,5619,Nichols Ltd,7400.0,8432.0,successful,2021-07-02,2021-07-18,publishing/translations,publishing,translations
2080,1904,Murphy PLC,191500.0,57122.0,failed,2021-06-26,2021-10-13,publishing/fiction,publishing,fiction
88,5388,"Hogan, Porter and Rivera",8500.0,4613.0,failed,2021-07-14,2021-08-23,film & video/science fiction,film & video,science fiction
2806,2150,Lyons LLC,68800.0,162603.0,successful,2020-09-12,2021-04-13,technology/wearables,technology,wearables
3153,2653,Long-Greene,2400.0,12310.0,successful,2020-07-27,2021-08-21,food/food trucks,food,food trucks
2391,2687,Robles-Hudson,8600.0,8656.0,successful,2021-08-28,2021-09-22,photography/photography books,photography,photography books
84,3779,Mcclure LLC,196600.0,159931.0,failed,2021-06-12,2021-12-02,theater/plays,theater,plays
1987,1494,"Martin, Russell and Baker",4200.0,689.0,failed,2021-01-21,2021-12-30,publishing/fiction,publishing,fiction
2790,4129,Rice-Parker,91400.0,48236.0,failed,2020-06-03,2021-05-15,theater/plays,theater,plays
37,3035,Landry Inc,29600.0,77021.0,successful,2021-06-19,2021-06-24,food/food trucks,food,food trucks
2981,2069,Richards-Davis,90600.0,27844.0,failed,2020-06-17,2021-05-22,theater/plays,theater,plays
1730,5469,"Davis, Cox and Fox",5200.0,702.0,failed,2021-03-28,2021-09-06,publishing/translations,publishing,translations
3172,3903,Smith-Wallace,110300.0,197024.0,successful,2021-02-13,2021-09-15,theater/plays,theater,plays
32,4083,"Cordova, Shaw and Wang",5300.0,11663.0,successful,2021-01-13,2021-08-26,theater/plays,theater,plays
2322,4003,Clark Inc,9200.0,9339.0,successful,2021-06-07,2021-09-06,technology/wearables,technology,wearables
1095,3565,Young and Sons,2400.0,4596.0,successful,2020-11-28,2021-02-28,journalism/audio,journalism,audio
1067,1640,Henson PLC,56800.0,173437.0,successful,2021-07-24,2021-08-08,food/food trucks,food,food trucks
2676,4769,Garcia Group,191000.0,45831.0,canceled,2020-11-07,2021-03-15,film & video/shorts,film & video,shorts
549,3398,"Adams, Walker and Wong",900.0,6514.0,successful,2020-03-24,2021-02-25,photography/photography books,photography,photography books
302,1865,Hopkins-Browning,2500.0,13684.0,successful,2020-05-30,2021-06-13,technology/wearables,technology,wearables
2758,5690,"Bell, Edwards and Andersen",3200.0,13264.0,successful,2020-10-30,2021-11-15,theater/plays,theater,plays
